PERMIT_TYPE	WDID	APP_ID	REPORTING_YEAR	REPORT_ID	EVENT_TYPE	MONITORING_LOCATION_NAME	MONITORING_LOCATION_TYPE	MONITOR_LOCATION_DESCRIPTION	MONITORING_LATITUDE	MONITORING_LONGITUDE	SAMPLE_ID	SAMPLE_DATE	SAMPLE_TIME	DISCHARGE_START_DATE	DISCHARGE_START_TIME	PARAMETER	RESULT_QUALIFIER	RESULT	UNITS	ANALYTICAL_METHOD	MDL	RL	DISCHARGE_END_DATE	DISCHARGE_END_TIME	CERTIFIER_NAME	CERTIFIED_DATE
Industrial	2 01I001507	180656	2016	921376	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2258917	01/18/2017	12:55	01/18/2017	10:30	Oil and Grease	=	5.4	mg/L	E1664A	1.4	5.3			Todd Nienhouse	06-MAR-17 09.50.38.142000 AM
Industrial	2 01I001507	180656	2016	921376	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2258915	01/18/2017	12:35	01/18/2017	10:30	Total Suspended Solids (TSS)	=	160	mg/L	A2540D	7.2	14			Todd Nienhouse	06-MAR-17 09.50.38.142000 AM
Industrial	2 01I001507	180656	2016	921376	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2258921	01/18/2017	13:30	01/18/2017	10:00	Total Suspended Solids (TSS)	=	75	mg/L	A2540D	4.6	9.1			Todd Nienhouse	06-MAR-17 09.50.38.142000 AM
Industrial	2 01I001507	180656	2016	921376	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2258915	01/18/2017	12:35	01/18/2017	10:30	Oil and Grease	=	51.9	mg/L	E1664A	1.4	5.2			Todd Nienhouse	06-MAR-17 09.50.38.142000 AM
Industrial	2 01I001507	180656	2016	921376	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2258915	01/18/2017	12:35	01/18/2017	10:30	pH	=	7	SU	pH_Paper	1				Todd Nienhouse	06-MAR-17 09.50.38.142000 AM
Industrial	2 01I001507	180656	2016	921376	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2258921	01/18/2017	13:30	01/18/2017	10:00	pH	=	7	SU	pH_Paper	1				Todd Nienhouse	06-MAR-17 09.50.38.142000 AM
Industrial	2 01I001507	180656	2016	921376	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2258921	01/18/2017	13:30	01/18/2017	10:00	Oil and Grease	=	7.7	mg/L	E1664A	1.4	5.3			Todd Nienhouse	06-MAR-17 09.50.38.142000 AM
Industrial	2 01I001507	180656	2016	929275	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2268531	02/06/2017	15:30	02/06/2017	12:00	pH	=	7	SU	pH_Paper	1	1			Todd Nienhouse	24-MAR-17 08.13.19.935000 AM
Industrial	2 01I001507	180656	2016	929275	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2268531	02/06/2017	15:30	02/06/2017	12:00	Oil and Grease	ND		mg/L	E1664A	1.5	5.4			Todd Nienhouse	24-MAR-17 08.13.19.935000 AM
Industrial	2 01I001507	180656	2016	929275	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2268531	02/06/2017	15:30	02/06/2017	12:00	Total Suspended Solids (TSS)	=	79	mg/L	A2540D	5	5			Todd Nienhouse	24-MAR-17 08.13.19.935000 AM
Industrial	2 01I001507	180656	2016	929275	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2268534	02/06/2017	15:10	02/06/2017	11:30	Total Suspended Solids (TSS)	=	41	mg/L	A2540D	5	5			Todd Nienhouse	24-MAR-17 08.13.19.935000 AM
Industrial	2 01I001507	180656	2016	929275	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2268533	02/06/2017	14:30	02/06/2017	11:30	Total Suspended Solids (TSS)	=	52	mg/L	A2540D	3.3	3.3			Todd Nienhouse	24-MAR-17 08.13.19.935000 AM
Industrial	2 01I001507	180656	2016	929275	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2268534	02/06/2017	15:10	02/06/2017	11:30	pH	=	7	SU	pH_Paper	1	1			Todd Nienhouse	24-MAR-17 08.13.19.935000 AM
Industrial	2 01I001507	180656	2016	929275	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2268533	02/06/2017	14:30	02/06/2017	11:30	Oil and Grease	DNQ	4.7	mg/L	E1664A	1.5	5.3			Todd Nienhouse	24-MAR-17 08.13.19.935000 AM
Industrial	2 01I001507	180656	2016	929275	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2268533	02/06/2017	14:30	02/06/2017	11:30	pH	=	7	SU	pH_Paper	1	1			Todd Nienhouse	24-MAR-17 08.13.19.935000 AM
Industrial	2 01I001507	180656	2016	929275	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2268534	02/06/2017	15:10	02/06/2017	11:30	Oil and Grease	ND		mg/L	E1664A	1.5	5.2			Todd Nienhouse	24-MAR-17 08.13.19.935000 AM
Industrial	2 01I001507	180656	2017	994283	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2342916	01/03/2018	14:35	01/03/2018	13:00	pH	=	7	SU	pH_Paper	1	1			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994283	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2342918	01/03/2018	14:00	01/03/2018	13:00	pH	=	7	SU	pH_Paper	1	1			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994283	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2342918	01/03/2018	14:00	01/03/2018	13:00	Oil and Grease	=	3.8	mg/L	E1664A	1.3	5.1			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994283	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2342916	01/03/2018	14:35	01/03/2018	13:00	Total Suspended Solids (TSS)	=	110	mg/L	A2540D	10	10			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994283	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2342918	01/03/2018	14:00	01/03/2018	13:00	Total Suspended Solids (TSS)	=	9.2	mg/L	A2540D	10	10			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994283	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2342916	01/03/2018	14:35	01/03/2018	13:00	Oil and Grease	=	6.3	mg/L	E1664B	1.3	5.1			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994287	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2342928	02/26/2018	09:25	02/26/2018	06:00	Oil and Grease	=	2.2	mg/L	E1664A	1.3	5.1			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994287	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2342928	02/26/2018	09:25	02/26/2018	06:00	pH	=	6.5	SU	pH_Paper	1	1			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994287	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2342928	02/26/2018	09:25	02/26/2018	06:00	Total Suspended Solids (TSS)	=	5.4	mg/L	A2540D	1.1	1.1			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994287	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2342926	02/26/2018	09:45	02/26/2018	06:00	Total Suspended Solids (TSS)	=	270	mg/L	A2540D	5	5			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994287	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2342927	02/26/2018	09:55	02/26/2018	06:00	Oil and Grease	=	2.7	mg/L	E1664A	1.3	5			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994287	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2342926	02/26/2018	09:45	02/26/2018	06:00	Oil and Grease	=	6.3	mg/L	E1664A	1.3	5.1			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994287	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2342927	02/26/2018	09:55	02/26/2018	06:00	Total Suspended Solids (TSS)	=	220	mg/L	A2540D	10	10			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994287	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2342927	02/26/2018	09:55	02/26/2018	06:00	pH	=	7	SU	pH_Paper	1	1			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2017	994287	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2342926	02/26/2018	09:45	02/26/2018	06:00	pH	=	6.5	SU	pH_Paper	1	1			Todd Nienhouse	19-MAR-18 12.46.09.314000 PM
Industrial	2 01I001507	180656	2019	1093251	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2484739	11/26/2019	17:10			pH	=	8.55	SU	pH_Field	.01				Todd Nienhouse	18-DEC-19 09.16.38.606000 AM
Industrial	2 01I001507	180656	2019	1093251	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2484739	11/26/2019	17:10			Oil and Grease	=	9.2	mg/L	E1664A	1.3				Todd Nienhouse	18-DEC-19 09.16.38.606000 AM
Industrial	2 01I001507	180656	2019	1093251	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2484739	11/26/2019	17:10			Total Suspended Solids (TSS)	=	260	mg/L	A2540D	10				Todd Nienhouse	18-DEC-19 09.16.38.606000 AM
Industrial	2 01I001507	180656	2019	1101278	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2502143	01/15/2020	11:40			Oil and Grease	=	6.3	mg/L	E1664B	1.4				Todd Nienhouse	05-MAR-20 02.08.57.523000 PM
Industrial	2 01I001507	180656	2019	1101278	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2502143	01/15/2020	11:40			pH	=	8.48	SU	pH_Field	.01				Todd Nienhouse	05-MAR-20 02.08.57.523000 PM
Industrial	2 01I001507	180656	2019	1101278	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2502145	01/15/2020	12:00			Total Suspended Solids (TSS)	=	31	mg/L	A2540D	1.3				Todd Nienhouse	05-MAR-20 02.08.57.523000 PM
Industrial	2 01I001507	180656	2019	1101278	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2502145	01/15/2020	12:00			Oil and Grease	=	5	mg/L	E1664B	1.4				Todd Nienhouse	05-MAR-20 02.08.57.523000 PM
Industrial	2 01I001507	180656	2019	1101278	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2502145	01/15/2020	12:00			pH	=	8.27	SU	pH_Field	.01				Todd Nienhouse	05-MAR-20 02.08.57.523000 PM
Industrial	2 01I001507	180656	2019	1101278	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2502140	01/16/2020	12:15			Total Suspended Solids (TSS)	=	32	mg/L	A2540D	2				Todd Nienhouse	05-MAR-20 02.08.57.523000 PM
Industrial	2 01I001507	180656	2019	1101278	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2502140	01/16/2020	12:15			pH	=	7.71	SU	pH_Field	.01				Todd Nienhouse	05-MAR-20 02.08.57.523000 PM
Industrial	2 01I001507	180656	2019	1101278	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2502140	01/16/2020	12:15			Oil and Grease	=	6.4	mg/L	E1664B	1.4				Todd Nienhouse	05-MAR-20 02.08.57.523000 PM
Industrial	2 01I001507	180656	2019	1101278	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2502143	01/15/2020	11:40			Total Suspended Solids (TSS)	=	120	mg/L	A2540D	4				Todd Nienhouse	05-MAR-20 02.08.57.523000 PM
Industrial	2 01I001507	180656	2020	1144064	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2555658	02/02/2021	07:15			Oil and Grease	=	7.2	mg/L	E1664A	1.5	5.8			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144064	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2555658	02/02/2021	07:15			pH	=	7	SU	pH_Field	1	1			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144064	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2555650	02/02/2021	07:25			pH	=	7	SU	pH_Field	1	1			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144064	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2555650	02/02/2021	07:25			Oil and Grease	=	3.3	mg/L	E1664A	1.4	5.4			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144064	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2555650	02/02/2021	07:25			Total Suspended Solids (TSS)	=	15	mg/L	A2540D	5	5			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144064	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2555665	02/02/2021	07:45			Total Suspended Solids (TSS)	DNQ	18	mg/L	A2540D	18	18			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144064	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2555665	02/02/2021	07:45			pH	=	7	SU	pH_Field	1	1			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144064	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2555665	02/02/2021	07:45			Oil and Grease	DNQ	1.4	mg/L	E1664A	1.4	5.1			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144064	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2555658	02/02/2021	07:15			Total Suspended Solids (TSS)	=	78	mg/L	A2540D	10	10			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144071	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2555671	02/11/2021	18:05			Oil and Grease	=	3.7	mg/L	E1664A	1.3	4.8			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144071	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2555670	02/11/2021	17:45			Total Suspended Solids (TSS)	=	73	mg/L	A2540D	10	10			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144071	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2555669	02/11/2021	18:23			Total Suspended Solids (TSS)	=	18	mg/L	A2540D	2.5	2.5			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144071	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2555669	02/11/2021	18:23			pH	=	7	SU	pH_Field	1	1			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144071	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2555671	02/11/2021	18:05			Total Suspended Solids (TSS)	=	100	mg/L	A2540D	10	10			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144071	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2555670	02/11/2021	17:45			pH	=	7	SU	pH_Field	1	1			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144071	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2555670	02/11/2021	17:45			Oil and Grease	=	6.1	mg/L	E1664A	1.3	4.9			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144071	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2555671	02/11/2021	18:05			pH	=	7	SU	pH_Field	1	1			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2020	1144071	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2555669	02/11/2021	18:23			Oil and Grease	=	3.4	mg/L	E1664A	1.3	5.1			Todd Nienhouse	03-MAR-21 06.51.53.454000 AM
Industrial	2 01I001507	180656	2021	1173721	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2593245	12/13/2021	08:15			pH	=	7	SU	pH_Paper	.1	.1			Todd Nienhouse	12-JAN-22 08.28.55.013000 AM
Industrial	2 01I001507	180656	2021	1173721	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2593242	12/13/2021	08:00			pH	=	6.5	SU	pH_Paper	.1	.1			Todd Nienhouse	12-JAN-22 08.28.55.013000 AM
Industrial	2 01I001507	180656	2021	1173721	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2593242	12/13/2021	08:00			Oil and Grease	=	3.3	mg/L	E1664B	.75	2.7			Todd Nienhouse	12-JAN-22 08.28.55.013000 AM
Industrial	2 01I001507	180656	2021	1173721	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2593248	12/13/2021	08:30			Total Suspended Solids (TSS)	=	160	mg/L	A2540D	25	25			Todd Nienhouse	12-JAN-22 08.28.55.013000 AM
Industrial	2 01I001507	180656	2021	1173721	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2593248	12/13/2021	08:30			pH	=	7	SU	pH_Paper	.1	.1			Todd Nienhouse	12-JAN-22 08.28.55.013000 AM
Industrial	2 01I001507	180656	2021	1173721	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2593248	12/13/2021	08:30			Oil and Grease	=	6.6	mg/L	E1664B	.77	2.7			Todd Nienhouse	12-JAN-22 08.28.55.013000 AM
Industrial	2 01I001507	180656	2021	1173721	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2593242	12/13/2021	08:00			Total Suspended Solids (TSS)	=	39	mg/L	A2540D	5	5			Todd Nienhouse	12-JAN-22 08.28.55.013000 AM
Industrial	2 01I001507	180656	2021	1173721	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2593245	12/13/2021	08:15			Oil and Grease	=	8.8	mg/L	E1664B	.76	2.7			Todd Nienhouse	12-JAN-22 08.28.55.013000 AM
Industrial	2 01I001507	180656	2021	1173721	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2593245	12/13/2021	08:15			Total Suspended Solids (TSS)	=	110	mg/L	A2540D	10	10			Todd Nienhouse	12-JAN-22 08.28.55.013000 AM
Industrial	2 01I001507	180656	2021	1174514	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2595427	12/23/2021	10:30			Total Suspended Solids (TSS)	=	13	mg/L	A2540D	5	5			Todd Nienhouse	02-FEB-22 08.43.11.459000 AM
Industrial	2 01I001507	180656	2021	1174514	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2595427	12/23/2021	10:30			Oil and Grease	=	3	mg/L	E1664B	.74	2.7			Todd Nienhouse	02-FEB-22 08.43.11.459000 AM
Industrial	2 01I001507	180656	2021	1174514	Qualifying Storm Event	SW-1 (Eastern Gate)	Effluent Monitoring	12-inch culvert next to main facility gate on eastern portion of property	37.72637	-122.19137	2595427	12/23/2021	10:30			pH	DNQ	7	SU	pH_Paper	.1	.1			Todd Nienhouse	02-FEB-22 08.43.11.459000 AM
Industrial	2 01I001507	180656	2021	1180218	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2605584	03/28/2022	08:55			pH	=	7	SU	pH_Paper	.1	.1			Todd Nienhouse	19-APR-22 09.04.03.591000 AM
Industrial	2 01I001507	180656	2021	1180218	Qualifying Storm Event	SW-3 (North Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Northern Employee Parking Lot at corner of 98th Avenue and Biggie	37.72884	-122.19398	2605584	03/28/2022	08:55			Oil and Grease	=	1.4	mg/L	E1664A	.67	2.4			Todd Nienhouse	19-APR-22 09.04.03.591000 AM
Industrial	2 01I001507	180656	2021	1180218	Qualifying Storm Event	SW-2 (West Employee Lot)	Effluent Monitoring	Storm Drain Inlet in Western Employee Parking Lot along 98th Avenue	37.72881	-122.19588	2605583	03/28/2022	08:50			Total Suspended Solids (TSS)	=	280	mg/L	A2540D	10	10			Todd Nienhouse	19-APR-22 09.04.03.591000 AM
