PERMIT_TYPE	APP_ID	WDID	STATUS	NOI_PROCESSED_DATE	NOT_EFFECTIVE_DATE	REGION_BOARD	COUNTY	OPERATOR_NAME	FACILITY_NAME	FACILITY_ADDRESS	FACILITY_ADDRESS_2	FACILITY_CITY	FACILITY_STATE	FACILITY_ZIP	FACILITY_LATITUDE	FACILITY_LONGITUDE	FACILITY_COUNTY	FACILITY_CONTACT_FIRST_NAME	FACILITY_CONTACT_LAST_NAME	FACILITY_TITLE	FACILITY_PHONE	FACILITY_EMAIL	FACILITY_TOTAL_SIZE	FACILITY_TOTAL_SIZE_UNIT	FACILITY_AREA_ACTIVITY	FACILITY_AREA_ACTIVITY_UNIT	PERCENT_OF_SITE_IMPERVIOUSNESS	PRIMARY_SIC	SECONDARY_SIC	TERTIARY_SIC	RECEIVING_WATER_NAME	INDIRECTLY	DIRECTLY	CERTIFIER_BY	CERTIFIER_TITLE	CERTIFICATION_DATE	QUESTION_TMDL_ANSWER
Industrial	181065	2 01I013884	Terminated	04/09/1998	10/06/2009	2	Alameda	Pacific Cartage & Warehousing	Pac Cartage & Warehousing 	1065 Whipple Rd		Hayward	CA	94544	37.606	-122.03803	Alameda	Gerry	Luehrs		5104876026		275000	SqFt		 		4213-Trucking, Except Local			San Francisco Bay						 
Industrial	181066	2 01I013920	Terminated	04/23/1998	05/03/2001	2	Alameda	Flecto Co Inc 	Flecto Co Inc 	1000 45th St		Oakland	CA	94608	37.83488	-122.27575	Alameda	Roy	E Blackburn		510-655-2470		56000	SqFt		 		2851-Paints, Varnishes, Lacquers, Enamels, and Allied Products			San Francisco Bay						 
Industrial	181067	2 01I013954	Terminated	05/01/1998	05/03/2013	2	Alameda	Hostess Brands	Interstate Brands Crop	580 Julie Ann Way		Oakland	CA	94621	37.75923	-122.2098	Alameda	Edward	 Brown		510-635-4343	edward.brown@hostessbrands.com	157865	Acres		 	0	2051-Bread and Other Bakery Products, Except Cookies and Crackers			San Francisco Bay						 
Industrial	181068	2 01I013967	Terminated	05/07/1998	03/25/2016	2	Alameda	Gallade Chemical Inc 	Gallade Chemical Inc 	8333 Enterprise Dr		Newark	CA	94560	37.5229	-122.04743	Alameda	Tony	Senior		510-794-6511	tonysenior@galladechem.com	3	Acres		 		2819-Industrial Inorganic Chemicals, NEC	2869-Industrial Organic Chemicals, NEC	4225-General Warehousing and Storage	Bay		N	Tony Senior	Plant Supervisor	25-MAR-16 09.51.25.346000 AM	 
Industrial	181069	2 01I013970	Terminated	05/07/1998	11/10/2010	2	Alameda	Foamex Innovation Operating Co	Foamex Innovation Operating Co	2451 Polvorosa Ave		San Leandro	CA	19061			Alameda	Bud	Silvey		510-357-2600		73	Acres		 		3086-Plastics Foam Products			San Francisco Bay						 
Industrial	181070	2 01I013979	Terminated	05/13/1998	05/13/2002	2		MARINE TERMINALS CORP	BURMA RD TERMINAL BERTH 7	220 BURMA		Oakland	CA	94607	37.82216	-122.31634		Sten	Khoo		510-645-1450		36	Acres		 	38	4491-Marine Cargo Handling			San Francisco Bay						 
Industrial	181072	2 01I014101	Terminated	06/10/1998	09/07/2005	2	Alameda	Audubon Cellars Inc 	Audubon Cellars Inc 	600 Addison St		Berkeley	CA	94710	37.86578	-122.30183	Alameda	BARRY	Grushkowitz		5105405384		60161	SqFt		 	0	2084-Wines, Brandy, and Brandy Spirits			San Francisco Bay						 
Industrial	181073	2 01I014113	Active	06/11/1998		2	Alameda	Fenestra Winery 	Fenestra Winery 	83 Vallecitos Rd		Livermore	CA	94550	37.64615	-121.78655	Alameda	Lanny	Replogle	Owner	925-447-5246	info@fenestrawinery.com	12920	SqFt	3000	Sqft	1.49	2084-Wines, Brandy, and Brandy Spirits			Arroyo Del Valle	N	Y	Lanny Replogle	Owner	30-MAR-15 11.05.20.431000 AM	N
Industrial	181074	2 01I014188	Terminated	06/18/1998	04/07/2003	2	Alameda	Wes Co Industries	Wes Co Ind 	910 E 23rd St		Oakland	CA	94606	37.79867	-122.24213	Alameda	ZIKA	Zivanovic		5105343320		40000	SqFt		 	100	3356-Rolling, Drawing, and Extruding of Nonferrous Metals, Except Copper and Aluminum	3444-Sheet Metal Work	3564-Industrial and Commercial Fans and Blowers and Air  Purification Equipment	Ocean						 
Industrial	181075	2 01I014199	Terminated	06/18/1998	07/28/2005	2	Alameda	Caral Machine 	Caral Machine 	578 Cleveland Ave		Albany	CA	94710	37.89461	-122.30837	Alameda	Mark	A Jones		510-524-7755		35000	SqFt		 	6	3499-Fabricated Metal Products, NEC			Ocean						 
Industrial	181076	2 01I014204	Terminated	06/18/1998		2	Alameda	DH Title Co	Dh Title & Fabrication Inc	43221 Osgood Rd		Fremont	CA	94539	37.51941	-121.94599	Alameda	Dan	Hernanez		510-226-6387	dhtile@aol.com	2000	SqFt		 		3281-Cut Stone and Stone Products									 
Industrial	181077	2 01I014217	Active	06/23/1998		2	Alameda	Cary Best	Best Concrete Steps Inc 	820 143rd Ave		San Leandro	CA	94578	37.70786	-122.14214	Alameda	Ken	Best	Pres	510-632-3632	bestconcrete@aol.com	1	Acres	1	Acres		3272-Concrete Products, Except Block and Brick			Ora Loma Water Dist	Y	N	Ken Best	Pres	29-JUN-15 10.14.48.432000 AM	N
Industrial	181078	2 01I014252	Terminated	06/25/1998	12/04/1998	2	Alameda	Alpine Distribution Service	Alpine Distribution Ser 	37590 Sycamore St		Newark	CA	94560	37.52625	-122.03103	Alameda	Lyle	Morgan		510-795-4100		54800	SqFt		 	16	4213-Trucking, Except Local			Pacific Ocean						 
Industrial	181079	2 01I014266	Terminated	06/25/1998	03/17/2004	2	Alameda	American Airlines	American Airlines 	Oakland Intl Airport		Oakland	CA	94621			Alameda	Dane	Armstrong		510-577-4721		2000	SqFt		 		4512-Air Transportation, Scheduled			San Francisco Bay						 
Industrial	181080	2 01I014318	Terminated	07/02/1998	12/16/2010	2	Alameda	Davlin Coatings Inc 	Davlin Coatings Inc 	700 Allston Way		Berkeley	CA	94710	37.86465	-122.29991	Alameda	Jonathan	Baker		5108482863		26353	SqFt		 		2851-Paints, Varnishes, Lacquers, Enamels, and Allied Products			San Francisco Bay						 
Industrial	181081	2 01I014342	Terminated	07/06/1998	06/30/2015	2	Alameda	Dynegy Oakland LLC	Dynegy Oakland LLC	50 Martin Luther King Jr Way		Oakland	CA	94607	37.79672	-122.28188	Alameda	Rex	Lewis	Managing Director	831-633-6700	pete.j.ziegler@dynergy.com	2.33	Acres	2.33	Acres		4911-Electric Services			Oakland Estuary		N	Rex Lewis	Managing Director	28-JAN-15 03.00.14.553000 PM	 
Industrial	181082	2 01I014343	Terminated	07/06/1998	03/14/2001	2	Alameda	Big Flower Holdings 	Treasure Chest Advertising 	1345 Doolittle Dr Ste A		San Leandro	CA	94577	37.71473	-122.1861	Alameda	Carlos	Gonzales	Jr	510-632-5595		377000	SqFt		 	90	2752-Commercial Printing, Lithographic			Oyster Bay						 
Industrial	181083	2 01I014362	Terminated	07/06/1998	12/28/2010	2	Alameda	Chouinard Vineyards 	Chouinard Vineyards 	33853 Palomares Rd		Castro Valley	CA	94552	37.6432	-121.96757	Alameda	GEORGE	Chouinard		5105829900					 		2084-Wines, Brandy, and Brandy Spirits			Stonery Brook Creek						 
Industrial	181084	2 01I014369	Active	07/07/1998		2	Alameda	CB Manufacturing Company Inc.	Bottling Group LLC Hayward	29000 Hesperian Blvd		Hayward	CA	94545	37.61179	-122.08491	Alameda	Loretta	 Molia	Maintenance/Engineering Sr Resource	510-750-4908	loretta.molia@pepsico.com	36	Acres	29	Acres	79	2086-Bottled and Canned Soft Drinks and Carbonated Waters			Ward Creek	Y	N	Reiko YamamotoKirby	Plant Director	19-MAY-25 01.17.22.853000 PM	N
Industrial	181085	2 01I014395	Terminated	07/14/1998	10/12/2004	2	Alameda	Ault, Earl 	Cedar Mountain Winery 	7000 Tesla Rd		Livermore	CA	94550	37.66502	-121.70898	Alameda	Earl	Ault		925-373-6636		40000	SqFt		 	82	2084-Wines, Brandy, and Brandy Spirits			San Francisco Bay						 
Industrial	181086	2 01I014404	Terminated	07/16/1998	05/03/2001	2	Alameda	Edwards Heat Treating 	Edwards Heat Treating 	642 Mccormick St		San Leandro	CA	94577	37.72402	-122.18863	Alameda	Lee	Edwards		510-638-4140		1	Acres		 		3398-Metal Heat Treating			San Francisco Bay						 
Industrial	181087	2 01I014473	Terminated	08/17/1998	06/20/2000	2	Alameda	Waste Management Collection	Waste Mgt Collection 	1900 W Winton Ave		Hayward	CA	94545	37.65294	-122.12777	Alameda	Jack	Isola		510-638-2303		11	Acres		 	0	5093-Scrap and Waste Materials			San Francisco Bay						 
Industrial	181088	2 01I014479	Terminated	08/17/1998	03/14/2001	2	Alameda	Elliston Vineyards Inc 	Elliston Vineyards Inc 	463 Kilkare Rd		Sunol	CA	94586	37.60176	-121.89127	Alameda	Donna	Flavetta		925-862-2377		8	Acres		 		2084-Wines, Brandy, and Brandy Spirits									 
Industrial	181089	2 01I014506	Terminated	08/20/1998	01/08/2001	2	Alameda	Ball Metal Beverage Container 	SF Can Plant 	2425 Whipple Rd		Hayward	CA	94544	37.60622	-122.06005	Alameda	Ed	Godlesky		510-475-9327		100000	SqFt		 		3411-Metal Cans			San Francisco Bay						 
Industrial	181090	2 01I014529	Terminated	08/25/1998	10/29/2021	2	Alameda	Svendsens Boatworks	Svendsen S Boatworks 	1851 Clement Ave		Alameda	CA	94501	37.77496	-122.25005	Alameda	Svendsen	Sean		510-522-2886	sean@svendsens.com	57000	SqFt		 		3732-Boat  Building and Repairing			Oakland Alameda Estuary		N	Sean Svendsen	Chief of Operations	17-JUL-15 03.56.13.858000 PM	 
Industrial	181091	2 01I014536	Active	09/03/1998		2	Alameda	Packaging Innovators Corp 	Packaging Innovators Corp 	6650 National Dr		Livermore	CA	94550	37.70073	-121.70791	Alameda	Jaime	Garcia	Director of Operations	559-232-9662	jaime.garcia@goldenwestpackaging.com	110000	SqFt	110000	Sqft	85	2759-Commercial Printing, NEC			Las Positas Creek	Y	N	Adelio Walden	Safety Environmental manager	10-NOV-22 10.39.56.839000 AM	N
Industrial	181092	2 01I014543	Active	09/03/1998		2	Alameda	Berkeley Marine Center Inc	Berkeley Marine Ctr Inc 	1 Spinnaker Way		Berkeley	CA	94710	37.87001	-122.3179	Alameda	Cree	Patridge Julie Patridge	owner	510-843-8195	cree@berkeleymarine.com	4	Acres	2	Acres	98	4493-Marinas			San Francisco Bay	Y	N	Cree Partridge	owner	17-JUN-15 01.46.43.836000 PM	N
Industrial	181093	2 01I014559	Terminated	09/04/1998	06/22/2000	2	Alameda	Stone Boat Yard 	Stone Boat Yard 	2517 Blanding Ave		Alameda	CA	94501	37.76901	-122.23437	Alameda	Grace	Bodle		510-523-3030		1	Acres		 		3731-Ship Building and Repairing			Oakland/alameda						 
Industrial	181094	2 01I014560	Terminated	09/04/1998	08/17/2007	2	Alameda	Mariner Boat Yard Inc 	Mariner Boat Yard Inc 	2021 Alaska Packer Pl		Alameda	CA	94501	37.77749	-122.25455	Alameda	Peter	Van Inwegen		510-521-6100	pete@marinerboatyard.com	40000	SqFt		 		3731-Ship Building and Repairing			Alameda Estuary						 
Industrial	181095	2 01I014579	Terminated	09/09/1998	01/01/2013	2	Alameda	Nelsons Marine Inc	Nelsons Marine Inc Alameda Poi	1500 Ferry Pt		Alameda	CA	94501	37.77416	-122.30113	Alameda	CARL	Nelson		5108141858		5	Acres		 	0	3732-Boat  Building and Repairing			San Francisco Bay						 
Industrial	181096	2 01I014629	Active	09/30/1998		2	Alameda	Blommer Chocolate	Blommer Chocolate 	1515 Pacific St		Union City	CA	94587	37.5961	-122.03531	Alameda	James	Zavaleta	EHS Manager	510-455-6392	uc-safety@blommer.com	10	Acres	10	Acres	5	2066-Chocolate and Cocoa Products			Alameda Creek	Y	N	James Zavaleta	EHS Manager	17-DEC-24 06.53.44.812000 AM	N
Industrial	181097	2 01I014636	Terminated	10/05/1998	12/15/2010	2	Alameda	Dellafosse Trucking Inc	Dellafosse Trucking Inc	23953 Saklan Rd		Hayward	CA	94545	37.64702	-122.11858	Alameda	Larry	Dellafosse		510-783-5390		1			 		4212-Local Trucking Without Storage			Hayward Storm Drain						 
Industrial	181098	2 01I014698	Terminated	10/21/1998	06/27/2004	2	Alameda	Sumitomo Sitix Silicon 	Sumitomo Sitix Silicon 	49070 Milmont Dr		Fremont	CA	94538	37.45781	-121.91949	Alameda	Eric	Nielsen		510-651-3778		60000	SqFt		 		3674-Semiconductors and Related Devices			San Francisco Bay						 
Industrial	181099	2 01I014699	Terminated	10/21/1998	10/28/2010	2	Alameda	Kobe Precision Inc	Kobe Precision Inc	1510 Zephyr Ave		Hayward	CA	94544	37.61151	-122.05762	Alameda	Barry	Nagrampa		510-487-3200	Bnagranpa@KPI.com	161156	Acres		 	0	3674-Semiconductors and Related Devices			Alameda Creek						 
Industrial	181100	2 01I014712	Terminated	10/30/1998	01/14/2008	2	Alameda	Moskowitz, Robert 	U Pull Auto Liquidators 	700 85th Ave		Oakland	CA	94621	37.74704	-122.18908	Alameda	Bob	Moskowitz		510-632-4601		87120	SqFt		 	100	5015-Motor Vehicle Parts, Used			San Fransisco Bay						 
Industrial	181101	2 01I014730	Terminated	11/05/1998	07/08/2011	2	Alameda	Smurfit Stone Container Corp	Smurfit Stone Container Corp	800 77th Ave		Oakland	CA	94621	37.75157	-122.19372	Alameda	Nahim	Sayed		510-635-9383		4	Acres		 		5093-Scrap and Waste Materials			Sf Bay						 
Industrial	181102	2 01I014793	Terminated	12/05/1998	06/22/2001	2	Alameda	Crestline Chemical	Crestline Chemical	2829 Depot		Hayward	CA				Alameda	Dana	Banjamin		510-782-1399		1950	SqFt		 		2841-Soaps and Other Detergents, Except Speciality Cleaners			San Francisco Bay						 
Industrial	181104	2 01I014807	Terminated	12/05/1998	04/13/2005	2	Alameda	US Gypsum Co 	US Gypsum Co 	37887 Shinn St		Fremont	CA	94536	37.56716	-121.98381	Alameda						15	Acres		 	100	3275-Gypsum Products									 
Industrial	181105	2 01I014817	Active	12/07/1998		2	Alameda	GM Associates Inc	Gm Assoc Inc 	9824 Kitty Ln		Oakland	CA	94603	37.72631	-122.19568	Alameda	Faisal	Sabit	Manufacturing Manager	510-430-0806	faisal@gm-quartz.com	65622	SqFt	300	Sqft		3229-Pressed and Blown Glass and Glassware, NEC			San Francisco Bay	Y	N	Faisal Sabit	Manufacturing Support Manager	15-APR-24 07.08.35.703000 AM	N
Industrial	181106	2 01I014825	Active	12/08/1998		2	Alameda	P  S Sales Inc 	P  S Sales Inc 	20943 Cabot Blvd		Hayward	CA	94545	37.65122	-122.13845	Alameda	Dave	Phillips	VP Operations	510-732-2628	dave@pssales.com	22000	SqFt	2500	Sqft		2842-Speciality Cleaning, Polishing, and Sanitary Preparations			Sf Bay	Y	N	Dave Phillips	VP Operations	02-JUL-15 02.51.58.352000 PM	N
Industrial	181107	2 01I014869	Terminated	12/23/1998	05/07/2014	2	Alameda	Bio Fuel Systems 	Bio Fuel Systems 	30 Greenville Rd		Livermore	CA	94551	37.71673	-121.69989	Alameda	Mary	Poston		925-455-5908	postonmary1952@att.net	3	Acres		 	0	2499-Wood Products, NEC			Arroyo Las Positas						 
Industrial	181108	2 01I014930	Terminated	02/04/1999	06/20/2000	2	Alameda	Condor Freight Lines 	Condor Freight Lines 	29001 Hopkins St		Hayward	CA	94545	37.61752	-122.07792	Alameda	Steve	Guernsey		323-268-1791		2	Acres		 	62	4213-Trucking, Except Local									 
Industrial	181109	2 01I014934	Terminated	02/04/1999	05/14/2010	2	Alameda	Nica Metals 	Nica Metals 	101 Greenville Rd		Livermore	CA	94551	37.71483	-121.69895	Alameda	Harold	Mendoza		925-443-6422	hmendoza@nicametals.com	1	Acres		 		5093-Scrap and Waste Materials			Arroyo Creek						 
Industrial	181110	2 01I014939	Terminated	02/04/1999	10/17/2000	2	Alameda	Emeryville Redevelopment Agency	Former Elements Pigments 	4650 Shellmound St		Emeryville	CA	94608	37.83364	-122.29343	Alameda	Deborah	Hart		415-907-8732		9	Acres		 		2865-Cyclic Organic Crudes and Intermediates, and Organic Dyes and Pigments			Temescal Creek						 
Industrial	181111	2 01I014947	Active	02/11/1999		2	Alameda	DC Metals Inc	DC Metals Inc	2399 Davis St		San Leandro	CA	94577	37.71542	-122.19013	Alameda	Dan	Cherry	Assistant Manager	510-569-2255	dan@dcmetals.com	1	Acres	1	 	100	5093-Scrap and Waste Materials			San Francisco Bay	Y	N	Dan Cherry	Assistant Manager	20-MAY-15 03.39.10.113000 PM	N
Industrial	181112	2 01I014948	Terminated	02/11/1999	02/13/2004	2	Alameda	Oscar Lehnus Inc 	Oscar Lehnus Inc 	305 Center St		Oakland	CA	94607	37.80273	-122.29587	Alameda	LELAND	Lehnus		5104518653		12500	Acres		 		3399-Primary Metal Products, NEC			Sf Bay						 
Industrial	181113	2 01I015063	Terminated	04/20/1999	11/18/2019	2	Alameda	Parts Heaven Inc 	Parts Heaven Inc 	23694 Bernhardt St		Hayward	CA	94545	37.64017	-122.13319	Alameda	ALAN	Uejo	owner	510-782-0354	info@partsheaven.com	12645	SqFt	3161	Sqft		5015-Motor Vehicle Parts, Used			bay	Y	N	Alan uejo	owner	23-JAN-15 08.59.52.239000 AM	 
Industrial	181114	2 01I015064	Terminated	04/20/1999	08/13/2012	2	Alameda	Pilemac Inc 	Pilemac Inc 	91 Greenville Rd		Livermore	CA	94551	37.71525	-121.6991	Alameda	Jennifer	Ratto		925-449-6001	jratto@pileco.com	41820	Acres		 		3599-Industrial and Commercial Machinery and Equipment, NEC			Altamont Creek						 
Industrial	181115	2 01I015112	Active	05/07/1999		2	Alameda	British Marine 	British Marine 	9 Embarcadero Cv		Oakland	CA	94606	37.78071	-122.24282	Alameda	Bryan	Lowe	Owner	510-534-2757	britishmarine@aol.com	27000	SqFt	27000	Sqft	0	3731-Ship Building and Repairing			Alameda Estuary	N	Y	Bryan Lowe	Owner	08-JUN-15 11.52.55.860000 AM	N
Industrial	181116	2 01I015116	Terminated	05/13/1999	06/22/2017	2	Alameda	American Auto Dismantler	AMERICAN AUTO DISMANTLERS.INC	3744 DEPOT		Hayward	CA	94545	37.63801	-122.13209	Alameda	BARYALAI	FEROZ	President	5102651320	baryalaiferoz@yahoo.com	1	Acres	3000	Sqft	30	5015-Motor Vehicle Parts, Used			STORM DRAINS	Y	N	baryalai feroz	owner	23-JUN-15 09.25.48.570000 AM	 
Industrial	181118	2 01I015169	Terminated	06/01/1999	07/01/2002	2	Alameda	Milliflect Corp 	Milliflect Corp 	37444 Sycamore St		Newark	CA	94560	37.52701	-122.0325	Alameda	JOE	Rutschow		5107915188		9000	SqFt		 		3089-Plastics Products, NEC			Alameda County Flood						 
Industrial	181119	2 01I015175	Active	06/01/1999		2	Alameda	Standard Iron  Metals Co 	Standard Iron  Metals Co 	4525 San Leandro St		Oakland	CA	94601	37.76926	-122.21542	Alameda	Juan	 Diaz Montoya	Operations Manager	510-535-0222	juanc@standardiron.net	3.7	Acres	2.9	Acres		5093-Scrap and Waste Materials			San Leandro Bay	Y	N	Jason Allen	Operations Manager	17-APR-15 09.21.16.821000 AM	N
Industrial	181120	2 01I015228	Terminated	07/06/1999	12/31/2002	2	Alameda	CIM Industries	Cim Industries 	833 47th Ave		Oakland	CA	94601	37.76785	-122.21475	Alameda	SCOTT	Scribner		5105336900		95660	SqFt		 	0	2952-Asphalt Felts and Coatings			Oakland Inner Harbor						 
Industrial	181121	2 01I015236	Terminated	07/06/1999	03/23/2007	2	Alameda	Lange Laboratories Inc 	Lange Laboratories Inc 	21093 Forbes Ave		Hayward	CA	94545	37.64701	-122.13308	Alameda	Bob	Gieseke		510-785-6570		58806	SqFt		 	0	2844-Perfumes, Cosmetics, and Other Toilet Preparations			Sf Bay						 
Industrial	181122	2 01I015258	Terminated	07/13/1999	06/04/2015	2	Alameda	SRDC Inc	Srdc Inc Niles Canyon Quarry 	5550 Niles Canyon Rd		Sunol	CA	94586			Alameda	Roy	Ferrari		650-961-2742		190	Acres		 	0	3272-Concrete Products, Except Block and Brick			Alameda Creek						 
Industrial	181123	2 01I015357	Active	09/14/1999		2	Alameda	Walters & Wolf Precast	Walters  Wolf Precast 	41777 Boyce Rd		Fremont	CA	94538	37.50765	-121.98648	Alameda	Stan	Llaban		510-226-5287	sllaban@waltersandwolf.com	26	Acres	26	Acres	6	3299-Nonmetallic Mineral Products, NEC	3272-Concrete Products, Except Block and Brick		SF Bay South	Y	N	Doug Frost	COO	09-MAR-18 02.08.44.490000 PM	N
Industrial	181124	2 01I015358	Terminated	09/14/1999	10/28/2009	2	Alameda	Tension Envelope 	Tension Envelope 	610 85th Ave		Oakland	CA	94621	37.7435	-122.19148	Alameda	DENNIS	Chapman		5108367466	dchapman@tension.com	6253	Acres		 	0	2677-Envelopes			Elmhurst Creek						 
Industrial	181125	2 01I015387	Terminated	09/24/1999	01/03/2013	2	Alameda	Central Precast Concrete	Central Precast Concrete Inc 	3500 Boulder St		Pleasanton	CA	94566	37.67274	-121.86148	Alameda	Chris	Woolson		925-417-6854	cwoolson@us-concrette.com	7	Acres		 	100	3272-Concrete Products, Except Block and Brick			Arroyo Del Valle						 
Industrial	181126	2 01I015406	Terminated	10/05/1999	09/20/2002	2	Alameda	Oscar Niemeth Towing 	Oscar Niemeth Towing 	4001 7th St		Oakland	CA	94607	37.80726	-122.33013	Alameda	KEVIN	Tweed		5108930633					 		4492-Towing and Tugboat Services			San Francisco Bay						 
Industrial	181127	2 01I015450	Terminated	10/21/1999	07/06/2015	2	Alameda	Pick N Pull Auto Dismantlers	Pick N Pull Auto Dismantlers 	7550 Mowry Ave		Newark	CA	94560	37.50938	-122.01514	Alameda	Ed	Valdez	Facility Manager	5107137600	evaldez@picknpull.com	1.45	Acres	.7	Acres		5015-Motor Vehicle Parts, Used			Mowry Slough	Y	N	Angelo Tomasello	District Manager	28-DEC-22 08.38.50.942000 AM	 
Industrial	181128	2 01I015451	Terminated	10/26/1999	11/14/2003	2	Alameda	Agilent Technologies 	Agilent Technologies 	39201 Cherry St		Newark	CA	94560	37.51918	-122.00616	Alameda	MARK	Engel		5107941234		8	Acres		 	0	3674-Semiconductors and Related Devices									 
Industrial	181129	2 01I015470	Terminated	11/02/1999	03/17/2014	2	Alameda	AAA	California State Auto Association	1964 Sabre St		Hayward	CA	94545	37.65798	-122.13491	Alameda	Dale	Skoda		925-279-4194	dale.skoda@goaaa.com	5	Acres		 	45	6331-Fire, Marine, and Casualty Insurance			San Francisco Bay						 
Industrial	181130	2 01I015506	Terminated	12/01/1999	04/12/2022	2	Alameda	Rolls Royce Engine Services 	Rolls Royce Engine Services 	7200 Earhart Rd		Oakland	CA	94621	37.73768	-122.21777	Alameda	Kristen	Denney	 	925-683-6929	Kristen.Denney@Rolls-Royce.com	14.4	Acres	14.4	Acres		3724-Aircraft Engines and Engine Parts			Oakland Estuary	Y	N	Kristen Denney	Depot Stand up Manager	01-SEP-20 11.47.18.489000 AM	N
Industrial	181131	2 01I015548	Terminated	12/21/1999		2	Alameda	Bandwidth 9 	Bandwidth 9 	46410 Fremont Blvd		Fremont	CA	94538	37.48595	-121.94638	Alameda	Thomas	Williams		5105804613		40000	SqFt		 	90	5093-Scrap and Waste Materials	3674-Semiconductors and Related Devices		San Francisco Bay						 
Industrial	181132	2 01I015584	Terminated	01/12/2000	06/10/2014	2	Alameda	Nor Cal Moving Services 	Norcal Moving Services 	2001 Marina Blvd		San Leandro	CA	94577	37.70779	-122.17307	Alameda	John	Mizera		510-297-4802	jmizera@nor-calmoving.com	10	Acres		 		4214-Local Trucking with Storage			San Francisco Bay						 
Industrial	181133	2 01I015605	Terminated	02/01/2000	02/13/2004	2	Alameda	Edwards Ent 	Edwards Ent 	8455 Cabot Ct		Newark	CA	94560	37.51788	-122.04664	Alameda	David	O Dean		5107939100		3	Acres		 		3499-Fabricated Metal Products, NEC			San Francisco Bay						 
Industrial	181134	2 01I015635	Terminated	02/17/2000	08/18/2017	2	Alameda	Baxter Healthcare 	Baxter Healthcare 	21026 Alexander Court		Hayward	CA	94545	37.6529	-122.13016	Alameda	Laurie	McQueen	LRP	510-723-2789	laurie_mcqueen@baxter.com	1.8	Acres	.3	Acres	100	3841-Surgical and Medical Instruments and Apparatus			San Francisco Bay	N	Y	Laurie McQueen	Site Director 	15-JUN-15 10.02.22.000000 AM	N
Industrial	181134	2 01I027846	Active	08/23/2018		2	Alameda	Baxter Healthcare 	Baxter Healthcare 	21026 Alexander Court		Hayward	CA	94545	37.6529	-122.13016	Alameda	Laurie	McQueen	LRP	510-723-2789	laurie_mcqueen@baxter.com	1.8	Acres	.3	Acres	100	3841-Surgical and Medical Instruments and Apparatus			San Francisco Bay	N	Y	Laurie McQueen	Site Director 	09-NOV-22 11.43.05.207000 AM	N
Industrial	181134	2 01NEC003528	Terminated	08/29/2017		2	Alameda	Baxter Healthcare 	Baxter Healthcare 	21026 Alexander Court		Hayward	CA	94545	37.6529	-122.13016	Alameda	Laurie	McQueen	LRP	510-723-2789	laurie_mcqueen@baxter.com	1.8	Acres	.3	Acres	100	3841-Surgical and Medical Instruments and Apparatus			San Francisco Bay	N	Y	Laurie McQueen	Site Director 	28-JUN-18 03.46.30.000000 PM	N
Industrial	181135	2 01I015647	Terminated	02/24/2000	01/22/2009	2	Alameda	Central Concrete Supply	Central Concrete Supply Inc 	1544 Stanley Blvd		Pleasanton	CA	94566	37.67333	-121.83028	Alameda	Don	Murray		9254623534	danmurray@usconcrete.com	3	Acres		 	11	3273-Ready-Mixed Concrete						David Sheffield	Director Safety Health Environment	13-DEC-24 08.50.04.593000 AM	 
Industrial	181136	2 01I015696	Active	03/23/2000		2	Alameda	RC Ready Mix Co Inc 	RC Ready Mix Co Inc 	1227 Greenville Rd		Livermore	CA	94550	37.69855	-121.69688	Alameda	Jim	Gerber	scheduler	925-449-7785	jgerber@rcreadymixco.com	3	Acres	3	Acres		3273-Ready-Mixed Concrete			Ocean		N	ROBERT COSTA	PRESIDENT	13-JUL-18 12.16.12.202000 PM	N
Industrial	181137	2 01I015713	Terminated	03/28/2000	10/05/2003	2	Alameda	Ogden Aviation 	Ogden Aviation Ground Serv 	106 Alan Shepard Way Bldg M		Oakland	CA	94621	37.71496	-122.21437	Alameda	SHANE	Scatlifee		5105774485		30000	SqFt		 		4581-Airports, Flying Fields, and Airport Terminal Services			San Francisco Bay						 
Industrial	181138	2 01I015719	Terminated	03/31/2000	10/09/2007	2	Alameda	Cell Crete Corp 	Cell Crete Corp 	130 Sunset Blvd		Hayward	CA	94541	37.67174	-122.10353	Alameda	PATRICK	Barclay		5103570350		1	Acres		 		2771-Greeting Cards			San Francisco Bay						 
Industrial	181139	2 01I015758	Terminated	04/25/2000	02/16/2010	2	Alameda	APM Termianls	APM Terminals	1425 Maritime St		Oakland	CA	94607	37.81894	-122.30432	Alameda	Gil	Currier		510-271-1098	oakapmtmnt@apmterminals.com	100	Acres		 		4412-Deep Sea Foreign Transportation of  Freight	4424-Deep Sea Domestic Transportation of Freight		San Francisco Bay						 
Industrial	181140	2 01I015802	Terminated	05/18/2000		2	Alameda	Condor Freight Lines 	Condor Freight Lines 	2346 Industrial Pkwy W		Hayward	CA	94545	37.61764	-122.08	Alameda	DAN	Sousa		5102936170		2	Acres		 	0	4213-Trucking, Except Local			Ocean						 
Industrial	181141	2 01I015814	Terminated			2	Alameda	Valspar Corp 	Valspar Corp Coatings 	31500 Hayman St		Hayward	CA	94544	37.61461	-122.04718	Alameda	Fred	Casey		5104717171		5	Acres		 	20	2851-Paints, Varnishes, Lacquers, Enamels, and Allied Products			San Francisco Bay						 
